,ENLISH,ENCODED
744,Is it done?,Jt!ju!epof@
745,Is it free?,Jt!ju!gsff@
746,Is it love?,Jt!ju!mpwf@
747,Is it time?,Jt!ju!ujnf@
748,Is it true?,Jt!ju!usvf@
749,Is that OK?,Jt!uibu!PL@
750,It is cold.,Ju!jt!dpme/
751,It is gone.,Ju!jt!hpof/
752,It's early.,Ju(t!fbsmz/
753,It's empty.,Ju(t!fnquz/
754,It's green.,Ju(t!hsffo/
755,It's my CD.,Ju(t!nz!DE/
756,It's there.,Ju(t!uifsf/
757,It's water.,Ju(t!xbufs/
758,Jesus wept.,Kftvt!xfqu/
759,Just do it.,Kvtu!ep!ju/
760,Keep going.,Lffq!hpjoh/
761,Keep it up!,"Lffq!ju!vq"""
762,Keep quiet.,Lffq!rvjfu/
763,Keep still.,Lffq!tujmm/
764,Let me die.,Mfu!nf!ejf/
765,Let me pay.,Mfu!nf!qbz/
766,Let me see.,Mfu!nf!tff/
767,Let me see.,Mfu!nf!tff/
768,Let me see.,Mfu!nf!tff/
769,Let me try.,Mfu!nf!usz/
770,Let me try.,Mfu!nf!usz/
771,Let's chat.,Mfu(t!dibu/
772,Let's kiss.,Mfu(t!ljtt/
773,Let's play.,Mfu(t!qmbz/
774,Let's pray.,Mfu(t!qsbz/
775,Let's quit.,Mfu(t!rvju/
776,Let's swim.,Mfu(t!txjn/
777,Let's swim.,Mfu(t!txjn/
778,Let's talk.,Mfu(t!ubml/
779,Let's walk.,Mfu(t!xbml/
780,Let's work.,Mfu(t!xpsl/
781,Look again.,Mppl!bhbjo/
782,Look at me.,Mppl!bu!nf/
783,Love hurts.,Mpwf!ivsut/
784,Mama cried.,Nbnb!dsjfe/
785,No kidding?,Op!ljeejoh@
786,No problem!,"Op!qspcmfn"""
787,No problem.,Op!qspcmfn/
788,Once again.,Podf!bhbjo/
789,Once again.,Podf!bhbjo/
790,Protect me.,Qspufdu!nf/
791,Protect me.,Qspufdu!nf/
792,Protect me.,Qspufdu!nf/
793,Replace it.,Sfqmbdf!ju/
794,Say cheese.,Tbz!difftf/
795,Say cheese.,Tbz!difftf/
796,Say please.,Tbz!qmfbtf/
797,She is old.,Tif!jt!pme/
798,She smiled.,Tif!tnjmfe/
799,She's nice.,Tif(t!ojdf/
800,Sing along.,Tjoh!bmpoh/
801,Smell this.,Tnfmm!uijt/
802,Start here.,Tubsu!ifsf/
803,Start over.,Tubsu!pwfs/
804,Stay alert.,Tubz!bmfsu/
805,Stay awake.,Tubz!bxblf/
806,Stay close.,Tubz!dmptf/
807,Stay still.,Tubz!tujmm/
808,Step aside.,Tufq!btjef/
809,Stop lying.,Tupq!mzjoh/
810,Stop there.,Tupq!uifsf/
811,Study hard.,Tuvez!ibse/
812,Take a bus.,Ublf!b!cvt/
813,Take a nap.,Ublf!b!obq/
814,Take these.,Ublf!uiftf/
815,Talk to me!,"Ubml!up!nf"""
816,Talk to me.,Ubml!up!nf/
817,That hurts.,Uibu!ivsut/
818,That's all.,Uibu(t!bmm/
819,That's his.,Uibu(t!ijt/
820,That's his.,Uibu(t!ijt/
821,That's odd.,Uibu(t!pee/
822,They agree.,Uifz!bhsff/
823,They cheat.,Uifz!difbu/
824,They tried.,Uifz!usjfe/
825,They tried.,Uifz!usjfe/
826,They voted.,Uifz!wpufe/
827,This is me.,Uijt!jt!nf/
828,This works.,Uijt!xpslt/
829,Time flies.,Ujnf!gmjft/
830,Time is up.,Ujnf!jt!vq/
831,Tom agreed.,Upn!bhsffe/
832,Tom agreed.,Upn!bhsffe/
833,Tom agrees.,Upn!bhsfft/
834,Tom burped.,Upn!cvsqfe/
835,Tom called.,Upn!dbmmfe/
836,Tom cheats.,Upn!difbut/
837,Tom cursed.,Upn!dvstfe/
838,Tom danced.,Upn!ebodfe/
839,Tom dances.,Upn!ebodft/
840,Tom failed.,Upn!gbjmfe/
841,Tom forgot.,Upn!gpshpu/
842,Tom forgot.,Upn!gpshpu/
843,Tom fought.,Upn!gpvhiu/
844,Tom helped.,Upn!ifmqfe/
845,Tom helped.,Upn!ifmqfe/
846,Tom is big.,Upn!jt!cjh/
847,Tom is fat.,Upn!jt!gbu/
848,Tom is hot.,Upn!jt!ipu/
849,Tom is hot.,Upn!jt!ipu/
850,Tom is ill.,Upn!jt!jmm/
851,Tom is mad.,Upn!jt!nbe/
852,Tom is mad.,Upn!jt!nbe/
853,Tom is new.,Upn!jt!ofx/
854,Tom is shy.,Upn!jt!tiz/
855,Tom jumped.,Upn!kvnqfe/
856,Tom looked.,Upn!mpplfe/
857,Tom moaned.,Upn!npbofe/
858,Tom nodded.,Upn!opeefe/
859,Tom obeyed.,Upn!pcfzfe/
860,Tom paints.,Upn!qbjout/
861,Tom paints.,Upn!qbjout/
862,Tom phoned.,Upn!qipofe/
863,Tom prayed.,Upn!qsbzfe/
864,Tom rested.,Upn!sftufe/
865,Tom sat up.,Upn!tbu!vq/
866,Tom shaved.,Upn!tibwfe/
867,Tom sighed.,Upn!tjhife/
868,Tom smiled.,Upn!tnjmfe/
869,Tom smoked.,Upn!tnplfe/
870,Tom smokes.,Upn!tnplft/
871,Tom snores.,Upn!topsft/
872,Tom stayed.,Upn!tubzfe/
873,Tom stinks.,Upn!tujolt/
874,Tom talked.,Upn!ubmlfe/
875,Tom waited.,Upn!xbjufe/
876,Tom walked.,Upn!xbmlfe/
877,Tom winked.,Upn!xjolfe/
878,Tom worked.,Upn!xpslfe/
879,Tom worked.,Upn!xpslfe/
880,Tom yawned.,Upn!zbxofe/
881,Tom'll cry.,Upn(mm!dsz/
882,Tom'll die.,Upn(mm!ejf/
883,Tom'll pay.,Upn(mm!qbz/
884,Tom's dead.,Upn(t!efbe/
885,Tom's deaf.,Upn(t!efbg/
886,Tom's died.,Upn(t!ejfe/
887,Tom's fast.,Upn(t!gbtu/
888,Tom's free.,Upn(t!gsff/
889,Tom's gone.,Upn(t!hpof/
890,Tom's here.,Upn(t!ifsf/
891,Tom's safe.,Upn(t!tbgf/
892,Tom's sick.,Upn(t!tjdl/
893,Tom's ugly.,Upn(t!vhmz/
894,Tom's weak.,Upn(t!xfbl/
895,Tom's well.,Upn(t!xfmm/
896,War is bad.,Xbs!jt!cbe/
897,We all lie.,Xf!bmm!mjf/
898,We are men.,Xf!bsf!nfo/
899,We are men.,Xf!bsf!nfo/
900,We had fun.,Xf!ibe!gvo/
901,We had fun.,Xf!ibe!gvo/
902,We laughed.,Xf!mbvhife/
903,We must go.,Xf!nvtu!hp/
904,We want it.,Xf!xbou!ju/
905,We'll cook.,Xf(mm!dppl/
906,We're boys.,Xf(sf!cpzt/
907,We're busy.,Xf(sf!cvtz/
908,We're cold.,Xf(sf!dpme/
909,We're even.,Xf(sf!fwfo/
910,We're even.,Xf(sf!fwfo/
911,We're free!,"Xf(sf!gsff"""
912,We're free.,Xf(sf!gsff/
913,We're lazy.,Xf(sf!mb{z/
914,We're lost.,Xf(sf!mptu/
915,We're lost.,Xf(sf!mptu/
916,We're safe.,Xf(sf!tbgf/
917,We're weak.,Xf(sf!xfbl/
918,What is it?,Xibu!jt!ju@
919,What is it?,Xibu!jt!ju@
920,What's new?,Xibu(t!ofx@
921,Where am I?,Xifsf!bn!J@
922,Who are we?,Xip!bsf!xf@
923,Who did it?,Xip!eje!ju@
924,Who did it?,Xip!eje!ju@
925,Who has it?,Xip!ibt!ju@
926,Who is she?,Xip!jt!tif@
927,Who phoned?,Xip!qipofe@
928,Who phoned?,Xip!qipofe@
929,Who stayed?,Xip!tubzfe@
930,Who stayed?,Xip!tubzfe@
931,Who talked?,Xip!ubmlfe@
932,Who talked?,Xip!ubmlfe@
933,Who yelled?,Xip!zfmmfe@
934,Who's free?,Xip(t!gsff@
935,Who's that?,Xip(t!uibu@
936,Wood burns.,Xppe!cvsot/
937,You called?,Zpv!dbmmfe@
938,You decide.,Zpv!efdjef/
939,You decide.,Zpv!efdjef/
940,You decide.,Zpv!efdjef/
941,You decide.,Zpv!efdjef/
942,You decide.,Zpv!efdjef/
943,You decide.,Zpv!efdjef/
944,You've won!,"Zpv(wf!xpo"""
945,You've won!,"Zpv(wf!xpo"""
946,You've won!,"Zpv(wf!xpo"""
947,You've won.,Zpv(wf!xpo/
948,You've won.,Zpv(wf!xpo/
949,Anyone home?,Bozpof!ipnf@
950,Anyone hurt?,Bozpof!ivsu@
951,Are we done?,Bsf!xf!epof@
952,Are you mad?,Bsf!zpv!nbe@
953,Are you sad?,Bsf!zpv!tbe@
954,Ask anybody.,Btl!bozcpez/
955,Ask anybody.,Btl!bozcpez/
956,Be cheerful.,Cf!diffsgvm/
957,Be friendly.,Cf!gsjfoemz/
958,Be merciful.,Cf!nfsdjgvm/
959,Be prepared.,Cf!qsfqbsfe/
960,Be punctual.,Cf!qvoduvbm/
961,Be ruthless.,Cf!svuimftt/
962,Be sensible.,Cf!tfotjcmf/
963,Be specific.,Cf!tqfdjgjd/
964,Be yourself.,Cf!zpvstfmg/
965,Beer's good.,Cffs(t!hppe/
966,Boys do cry.,Cpzt!ep!dsz/
967,Bring a hat.,Csjoh!b!ibu/
968,Can I begin?,Dbo!J!cfhjo@
969,Can we help?,Dbo!xf!ifmq@
970,Can we talk?,Dbo!xf!ubml@
971,Can you ski?,Dbo!zpv!tlj@
972,Can you ski?,Dbo!zpv!tlj@
973,Can you ski?,Dbo!zpv!tlj@
974,Check again.,Difdl!bhbjo/
975,Come aboard.,Dpnf!bcpbse/
976,Come inside.,Dpnf!jotjef/
977,Comfort Tom.,Dpngpsu!Upn/
978,Contact Tom.,Dpoubdu!Upn/
979,Count me in.,Dpvou!nf!jo/
980,Did Tom cry?,Eje!Upn!dsz@
981,Did Tom die?,Eje!Upn!ejf@
982,Did Tom eat?,Eje!Upn!fbu@
983,Did you win?,Eje!zpv!xjo@
984,Do it again!,"Ep!ju!bhbjo"""
985,Do it again!,"Ep!ju!bhbjo"""
986,Do you fish?,Ep!zpv!gjti@
987,Do you fish?,Ep!zpv!gjti@
988,Do you fish?,Ep!zpv!gjti@
989,Do you mind?,Ep!zpv!njoe@
990,Do you mind?,Ep!zpv!njoe@
991,Don't argue.,Epo(u!bshvf/
992,Don't do it!,"Epo(u!ep!ju"""
993,Don't fight.,Epo(u!gjhiu/
994,Don't laugh.,Epo(u!mbvhi/
995,Don't leave!,"Epo(u!mfbwf"""
996,Don't leave.,Epo(u!mfbwf/
997,Don't panic!,"Epo(u!qbojd"""
998,Don't panic.,Epo(u!qbojd/
999,Don't shoot!,"Epo(u!tippu"""
1000,Don't shoot.,Epo(u!tippu/
1001,Don't worry.,Epo(u!xpssz/
1002,Don't worry.,Epo(u!xpssz/
1003,Finish this.,Gjojti!uijt/
1004,Forgive Tom.,Gpshjwf!Upn/
1005,Get changed.,Hfu!dibohfe/
1006,Get dressed.,Hfu!esfttfe/
1007,Go for help.,Hp!gps!ifmq/
1008,Go get help.,Hp!hfu!ifmq/
1009,Go get help.,Hp!hfu!ifmq/
1010,Go home now.,Hp!ipnf!opx/
1011,Go that way.,Hp!uibu!xbz/
1012,Go that way.,Hp!uibu!xbz/
1013,Go to sleep.,Hp!up!tmffq/
1014,Go with Tom.,Hp!xjui!Upn/
1015,Have a beer.,Ibwf!b!cffs/
1016,Have a seat.,Ibwf!b!tfbu/
1017,Have a seat.,Ibwf!b!tfbu/
1018,He can read.,If!dbo!sfbe/
1019,He can swim.,If!dbo!txjn/
1020,He got away.,If!hpu!bxbz/
1021,He helps us.,If!ifmqt!vt/
1022,He is alone.,If!jt!bmpof/
1023,He is crazy.,If!jt!dsb{z/
1024,He is drunk.,If!jt!esvol/
1025,He is eight.,If!jt!fjhiu/
1026,He is happy.,If!jt!ibqqz/
1027,He is hated.,If!jt!ibufe/
1028,He is nasty.,If!jt!obtuz/
1029,He likes me.,If!mjlft!nf/
1030,He likes me.,If!mjlft!nf/
1031,He needs it.,If!offet!ju/
1032,He stood up.,If!tuppe!vq/
1033,He stood up.,If!tuppe!vq/
1034,He was busy.,If!xbt!cvtz/
1035,He's a nerd.,If(t!b!ofse/
1036,He's not in.,If(t!opu!jo/
1037,He's strong.,If(t!tuspoh/
1038,Here we are!,"Ifsf!xf!bsf"""
1039,Here we are!,"Ifsf!xf!bsf"""
1040,Here we are.,Ifsf!xf!bsf/
1041,How are you?,Ipx!bsf!zpv@
1042,How are you?,Ipx!bsf!zpv@
1043,How strange!,"Ipx!tusbohf"""
1044,I adore you.,J!bepsf!zpv/
1045,I also went.,J!bmtp!xfou/
1046,I am a monk.,J!bn!b!npol/
1047,I am a twin.,J!bn!b!uxjo/
1048,I am afraid.,J!bn!bgsbje/
1049,I am dozing.,J!bn!ep{joh/
1050,I am eating.,J!bn!fbujoh/
1051,I am joking.,J!bn!kpljoh/
1052,I am online.,J!bn!pomjof/
1053,I am online.,J!bn!pomjof/
1054,I apologize.,J!bqpmphj{f/
1055,I apologize.,J!bqpmphj{f/
1056,I ate alone.,J!buf!bmpof/
1057,I can dance.,J!dbo!ebodf/
1058,I can do it.,J!dbo!ep!ju/
1059,I can't eat.,J!dbo(u!fbu/
1060,I can't fly.,J!dbo(u!gmz/
1061,I can't see.,J!dbo(u!tff/
1062,I can't ski.,J!dbo(u!tlj/
1063,I confessed.,J!dpogfttfe/
1064,I cry a lot.,J!dsz!b!mpu/
1065,I didn't go.,J!ejeo(u!hp/
1066,I don't cry.,J!epo(u!dsz/
1067,I don't eat.,J!epo(u!fbu/
1068,I drank tea.,J!esbol!ufb/
1069,I eat alone.,J!fbu!bmpof/
1070,I eat bread.,J!fbu!csfbe/
1071,I eat fruit.,J!fbu!gsvju/
1072,I exercised.,J!fyfsdjtfe/
1073,I feel blue.,J!gffm!cmvf/
1074,I feel cold.,J!gffm!dpme/
1075,I feel lost.,J!gffm!mptu/
1076,I felt cold.,J!gfmu!dpme/
1077,I forgot it.,J!gpshpu!ju/
1078,I found you.,J!gpvoe!zpv/
1079,I found you.,J!gpvoe!zpv/
1080,I found you.,J!gpvoe!zpv/
1081,I found you.,J!gpvoe!zpv/
1082,I found you.,J!gpvoe!zpv/
1083,I found you.,J!gpvoe!zpv/
1084,I got a job.,J!hpu!b!kpc/
1085,I had to go.,J!ibe!up!hp/
1086,I hate cats.,J!ibuf!dbut/
1087,I hate fish.,J!ibuf!gjti/
1088,I hate math.,J!ibuf!nbui/
1089,I hate mice.,J!ibuf!njdf/
1090,I hate snow.,J!ibuf!topx/
1091,I hate that.,J!ibuf!uibu/
1092,I have eyes.,J!ibwf!fzft/
1093,I have time.,J!ibwf!ujnf/
1094,I have wine.,J!ibwf!xjof/
1095,I hear that.,J!ifbs!uibu/
1096,I heard you.,J!ifbse!zpv/
1097,I hesitated.,J!iftjubufe/
1098,I hesitated.,J!iftjubufe/
1099,I hesitated.,J!iftjubufe/
1100,I know them.,J!lopx!uifn/
1101,I know this.,J!lopx!uijt/
1102,I like beer.,J!mjlf!cffs/
1103,I like both.,J!mjlf!cpui/
1104,I like cake.,J!mjlf!dblf/
1105,I like cake.,J!mjlf!dblf/
1106,I like cats.,J!mjlf!dbut/
1107,I like dogs.,J!mjlf!epht/
1108,I like eggs.,J!mjlf!fhht/
1109,I like fish.,J!mjlf!gjti/
1110,I like jazz.,J!mjlf!kb{{/
1111,I like math.,J!mjlf!nbui/
1112,I like milk.,J!mjlf!njml/
1113,I like rice.,J!mjlf!sjdf/
1114,I like rock.,J!mjlf!spdl/
1115,I like that.,J!mjlf!uibu/
1116,I like that.,J!mjlf!uibu/
1117,I like wine.,J!mjlf!xjof/
1118,I liked Tom.,J!mjlfe!Upn/
1119,I live here.,J!mjwf!ifsf/
1120,I love beef.,J!mpwf!cffg/
1121,I love beer.,J!mpwf!cffs/
1122,I love cats.,J!mpwf!dbut/
1123,I love dogs.,J!mpwf!epht/
1124,I love fall.,J!mpwf!gbmm/
1125,I love fish.,J!mpwf!gjti/
1126,I love fish.,J!mpwf!gjti/
1127,I love golf.,J!mpwf!hpmg/
1128,I love kids.,J!mpwf!ljet/
1129,I love kids.,J!mpwf!ljet/
1130,I love math.,J!mpwf!nbui/
1131,I love rock.,J!mpwf!spdl/
1132,I love them.,J!mpwf!uifn/
1133,I loved you.,J!mpwfe!zpv/
1134,I loved you.,J!mpwfe!zpv/
1135,I must hide.,J!nvtu!ijef/
1136,I must rest.,J!nvtu!sftu/
1137,I nailed it.,J!objmfe!ju/
1138,I need help.,J!offe!ifmq/
1139,I need this.,J!offe!uijt/
1140,I often ski.,J!pgufo!tlj/
1141,I overslept.,J!pwfstmfqu/
1142,I pay taxes.,J!qbz!ubyft/
1143,I recovered.,J!sfdpwfsfe/
1144,I saved you.,J!tbwfe!zpv/
1145,I saw a UFO.,J!tbx!b!VGP/
1146,I saw a dog.,J!tbx!b!eph/
1147,I see a boy.,J!tff!b!cpz/
1148,I should go.,J!tipvme!hp/
1149,I smell gas.,J!tnfmm!hbt/
1150,I talk fast.,J!ubml!gbtu/
1151,I thank you.,J!uibol!zpv/
1152,I trust him.,J!usvtu!ijn/
1153,I trust you.,J!usvtu!zpv/
1154,I trust you.,J!usvtu!zpv/
1155,I trust you.,J!usvtu!zpv/
1156,I want Mary.,J!xbou!Nbsz/
1157,I want eggs.,J!xbou!fhht/
1158,I want mine.,J!xbou!njof/
1159,I was alone.,J!xbt!bmpof/
1160,I was angry.,J!xbt!bohsz/
1161,I was angry.,J!xbt!bohsz/
1162,I was drunk.,J!xbt!esvol/
1163,I was fired.,J!xbt!gjsfe/
1164,I was happy.,J!xbt!ibqqz/
1165,I was lucky.,J!xbt!mvdlz/
1166,I was stuck.,J!xbt!tuvdl/
1167,I was tired.,J!xbt!ujsfe/
1168,I went home.,J!xfou!ipnf/
1169,"I went, too.",J!xfou-!upp/
1170,I won't die.,J!xpo(u!ejf/
1171,I work here.,J!xpsl!ifsf/
1172,I'll eat it.,J(mm!fbu!ju/
1173,I'll eat it.,J(mm!fbu!ju/
1174,I'll follow.,J(mm!gpmmpx/
1175,I'll scream.,J(mm!tdsfbn/
1176,I'm a Libra.,J(n!b!Mjcsb/
1177,I'm a Virgo.,J(n!b!Wjshp/
1178,I'm a baker.,J(n!b!cblfs/
1179,I'm a loser.,J(n!b!mptfs/
1180,I'm a pilot.,J(n!b!qjmpu/
1181,I'm a vegan.,J(n!b!wfhbo/
1182,I'm a woman.,J(n!b!xpnbo/
1183,I'm at home.,J(n!bu!ipnf/
1184,I'm baffled.,J(n!cbggmfe/
1185,I'm careful.,J(n!dbsfgvm/
1186,I'm certain.,J(n!dfsubjo/
1187,I'm curious.,J(n!dvsjpvt/
1188,I'm dancing.,J(n!ebodjoh/
1189,I'm dancing.,J(n!ebodjoh/
1190,I'm excited.,J(n!fydjufe/
1191,I'm fasting.,J(n!gbtujoh/
1192,I'm fasting.,J(n!gbtujoh/
1193,I'm furious.,J(n!gvsjpvt/
1194,I'm healthy.,J(n!ifbmuiz/
1195,I'm jealous.,J(n!kfbmpvt/
1196,I'm kidding.,J(n!ljeejoh/
1197,I'm kidding.,J(n!ljeejoh/
1198,I'm leaving.,J(n!mfbwjoh/
1199,I'm married.,J(n!nbssjfe/
1200,I'm married.,J(n!nbssjfe/
1201,I'm not Tom.,J(n!opu!Upn/
1202,I'm not fat.,J(n!opu!gbu/
1203,I'm not old.,J(n!opu!pme/
1204,I'm patient.,J(n!qbujfou/
1205,I'm reading.,J(n!sfbejoh/
1206,I'm retired.,J(n!sfujsfe/
1207,I'm retired.,J(n!sfujsfe/
1208,I'm serious.,J(n!tfsjpvt/
1209,I'm serious.,J(n!tfsjpvt/
1210,I'm shocked.,J(n!tipdlfe/
1211,I'm shocked.,J(n!tipdlfe/
1212,I'm shocked.,J(n!tipdlfe/
1213,I'm starved.,J(n!tubswfe/
1214,I'm starved.,J(n!tubswfe/
1215,I'm stuffed!,"J(n!tuvggfe"""
1216,I'm talking.,J(n!ubmljoh/
1217,I'm thirsty.,J(n!uijstuz/
1218,I'm thirsty.,J(n!uijstuz/
1219,I'm unlucky.,J(n!vomvdlz/
1220,I'm unlucky.,J(n!vomvdlz/
1221,I'm worried.,J(n!xpssjfe/
1222,Ignore that.,Jhopsf!uibu/
1223,Ignore them.,Jhopsf!uifn/
1224,Is Tom here?,Jt!Upn!ifsf@
1225,Is Tom nuts?,Jt!Upn!ovut@
1226,Is Tom sick?,Jt!Upn!tjdl@
1227,Is Tom well?,Jt!Upn!xfmm@
1228,Is it clear?,Jt!ju!dmfbs@
1229,Is it ready?,Jt!ju!sfbez@
1230,Is it white?,Jt!ju!xijuf@
1231,Is it white?,Jt!ju!xijuf@
1232,Is it yours?,Jt!ju!zpvst@
1233,Is it yours?,Jt!ju!zpvst@
1234,Is it yours?,Jt!ju!zpvst@
1235,Is that Tom?,Jt!uibu!Upn@
1236,Is this art?,Jt!uijt!bsu@
1237,It can't be!,"Ju!dbo(u!cf"""
1238,It happened.,Ju!ibqqfofe/
1239,It is there.,Ju!jt!uifsf/
1240,It may rain.,Ju!nbz!sbjo/
1241,It may rain.,Ju!nbz!sbjo/
1242,It may rain.,Ju!nbz!sbjo/
1243,It may rain.,Ju!nbz!sbjo/
1244,It may snow.,Ju!nbz!topx/
1245,It saved me.,Ju!tbwfe!nf/
1246,It was cold.,Ju!xbt!dpme/
1247,It's Monday.,Ju(t!Npoebz/
1248,It's a bomb.,Ju(t!b!cpnc/
1249,It's a date.,Ju(t!b!ebuf/
1250,It's a doll.,Ju(t!b!epmm/
1251,It's a joke.,Ju(t!b!kplf/
1252,It's a joke.,Ju(t!b!kplf/
1253,It's a joke.,Ju(t!b!kplf/
1254,It's cloudy.,Ju(t!dmpvez/
1255,It's my job.,Ju(t!nz!kpc/
1256,It's my job.,Ju(t!nz!kpc/
1257,It's spring.,Ju(t!tqsjoh/
1258,It's spring.,Ju(t!tqsjoh/
1259,Keep moving.,Lffq!npwjoh/
1260,Keep trying.,Lffq!uszjoh/
1261,Let me help.,Mfu!nf!ifmq/
1262,Let me know.,Mfu!nf!lopx/
1263,Let's begin.,Mfu(t!cfhjo/
1264,Let's dance.,Mfu(t!ebodf/
1265,Let's do it!,"Mfu(t!ep!ju"""
1266,Let's do it.,Mfu(t!ep!ju/
1267,Let's drink.,Mfu(t!esjol/
1268,Let's go in.,Mfu(t!hp!jo/
1269,Let's hurry.,Mfu(t!ivssz/
1270,Let's hurry.,Mfu(t!ivssz/
1271,Let's leave.,Mfu(t!mfbwf/
1272,Let's party!,"Mfu(t!qbsuz"""
1273,Let's party.,Mfu(t!qbsuz/
1274,Let's relax.,Mfu(t!sfmby/
1275,Let's start!,"Mfu(t!tubsu"""
1276,Let's start.,Mfu(t!tubsu/
1277,Let's start.,Mfu(t!tubsu/
1278,Look around.,Mppl!bspvoe/
1279,Look at him.,Mppl!bu!ijn/
1280,Look closer.,Mppl!dmptfs/
1281,Many thanks.,Nboz!uibolt/
1282,Many thanks.,Nboz!uibolt/
1283,Many thanks.,Nboz!uibolt/
1284,May I begin?,Nbz!J!cfhjo@
1285,Memorize it.,Nfnpsj{f!ju/
1286,Money talks.,Npofz!ubmlt/
1287,Nobody died.,Opcpez!ejfe/
1288,Nobody died.,Opcpez!ejfe/
1289,Nobody lied.,Opcpez!mjfe/
1290,Plants grow.,Qmbout!hspx/
1291,Please come.,Qmfbtf!dpnf/
1292,Please stay.,Qmfbtf!tubz/
1293,Please stop.,Qmfbtf!tupq/
1294,Please wait.,Qmfbtf!xbju/
1295,Release Tom.,Sfmfbtf!Upn/
1296,Release him.,Sfmfbtf!ijn/
1297,Say goodbye.,Tbz!hppeczf/
1298,Say nothing.,Tbz!opuijoh/
1299,Shake a leg.,Tiblf!b!mfh/
1300,Shake a leg.,Tiblf!b!mfh/
1301,She bit him.,Tif!cju!ijn/
1302,She blushed.,Tif!cmvtife/
1303,She hit him.,Tif!iju!ijn/
1304,She is dead.,Tif!jt!efbe/
1305,She is dead.,Tif!jt!efbe/
1306,She is dead.,Tif!jt!efbe/
1307,She is kind.,Tif!jt!ljoe/
1308,She slipped.,Tif!tmjqqfe/
1309,She woke up.,Tif!xplf!vq/
1310,She's happy.,Tif(t!ibqqz/
1311,Sleep tight.,Tmffq!ujhiu/
1312,Stand aside.,Tuboe!btjef/
1313,Stand aside.,Tuboe!btjef/
1314,Stand still!,"Tuboe!tujmm"""
1315,Step inside.,Tufq!jotjef/
1316,Stop crying.,Tupq!dszjoh/
1317,Stop moving!,"Tupq!npwjoh"""
1318,Stop trying.,Tupq!uszjoh/
1319,Take a look.,Ublf!b!mppl/
1320,Take a look.,Ublf!b!mppl/
1321,Take a seat.,Ublf!b!tfbu/
1322,Take a seat.,Ublf!b!tfbu/
1323,"Tea, please.",Ufb-!qmfbtf/
1324,That helped.,Uibu!ifmqfe/
1325,That worked.,Uibu!xpslfe/
1326,That worked.,Uibu!xpslfe/
1327,That's dumb.,Uibu(t!evnc/
1328,That's free.,Uibu(t!gsff/
1329,That's hers.,Uibu(t!ifst/
1330,That's hers.,Uibu(t!ifst/
1331,That's life.,Uibu(t!mjgf/
1332,That's mine.,Uibu(t!njof/
1333,That's nuts.,Uibu(t!ovut/
1334,That's nuts.,Uibu(t!ovut/
1335,That's ugly.,Uibu(t!vhmz/
1336,There he is.,Uifsf!if!jt/
1337,They danced.,Uifz!ebodfe/
1338,They got it.,Uifz!hpu!ju/
1339,They hugged.,Uifz!ivhhfe/
1340,They may go.,Uifz!nbz!hp/
1341,They walked.,Uifz!xbmlfe/
1342,They walked.,Uifz!xbmlfe/
1343,They yelled.,Uifz!zfmmfe/
1344,They're red.,Uifz(sf!sfe/
1345,Think again.,Uijol!bhbjo/
1346,This is Tom.,Uijt!jt!Upn/
1347,This is his.,Uijt!jt!ijt/
1348,This is ice.,Uijt!jt!jdf/
1349,This is new.,Uijt!jt!ofx/
1350,This is odd.,Uijt!jt!pee/
1351,This is odd.,Uijt!jt!pee/
1352,Tom arrived.,Upn!bssjwfe/
1353,Tom arrived.,Upn!bssjwfe/
1354,Tom belched.,Upn!cfmdife/
1355,Tom blinked.,Upn!cmjolfe/
1356,Tom blushed.,Upn!cmvtife/
1357,Tom changed.,Upn!dibohfe/
1358,Tom cheated.,Upn!difbufe/
1359,Tom cheered.,Upn!diffsfe/
1360,Tom clapped.,Upn!dmbqqfe/
1361,Tom coughed.,Upn!dpvhife/
1362,Tom decided.,Upn!efdjefe/
1363,Tom drowned.,Upn!espxofe/
1364,Tom drowned.,Upn!espxofe/
1365,Tom escaped.,Upn!ftdbqfe/
1366,Tom exhaled.,Upn!fyibmfe/
1367,Tom fainted.,Upn!gbjoufe/
1368,Tom frowned.,Upn!gspxofe/
1369,Tom giggled.,Upn!hjhhmfe/
1370,Tom got mad.,Upn!hpu!nbe/
1371,Tom groaned.,Upn!hspbofe/
1372,Tom inhaled.,Upn!joibmfe/
1373,Tom inhaled.,Upn!joibmfe/
1374,Tom is away.,Upn!jt!bxbz/
1375,Tom is bald.,Upn!jt!cbme/
1376,Tom is calm.,Upn!jt!dbmn/
1377,Tom is cold.,Upn!jt!dpme/
1378,Tom is cute.,Upn!jt!dvuf/
1379,Tom is dead.,Upn!jt!efbe/
1380,Tom is free.,Upn!jt!gsff/
1381,Tom is here.,Upn!jt!ifsf/
1382,Tom is here.,Upn!jt!ifsf/
1383,Tom is lazy.,Upn!jt!mb{z/
1384,Tom is next.,Upn!jt!ofyu/
1385,Tom is next.,Upn!jt!ofyu/
1386,Tom is nuts.,Upn!jt!ovut/
1387,Tom is poor.,Upn!jt!qpps/
1388,Tom is rude.,Upn!jt!svef/
1389,Tom is sick.,Upn!jt!tjdl/
1390,Tom is tall.,Upn!jt!ubmm/
1391,Tom is ugly.,Upn!jt!vhmz/
1392,Tom is warm.,Upn!jt!xbsn/
1393,Tom is wary.,Upn!jt!xbsz/
